cod_i;cod_m;muni;esta;ano_;prest;servç;natur;G06A _ População urbana residente do(s) município(s) com abastecimento de água;G06B _ População urbana residente do(s) município(s) com esgotamento sanitário;G12A _ População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B _ População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;POP_TOT _ População total do município (Fonte: IBGE):;POP_URB _ População urbana do município (Fonte: IBGE);AG001 _ População total atendida com abastecimento de água;AG026 _ População urbana atendida com abastecimento de água;ES001 _ População total atendida com esgotamento sanitário;ES026 _ População urbana atendida com esgotamento sanitário;IN015_AE _ Índice de coleta de esgoto;IN016_AE _ Índice de tratamento de esgoto;IN023_AE _ Índice de atendimento urbano de água;IN024_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE _ Índice de esgoto tratado referido à água consumida;IN047_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN055_AE _ Índice de atendimento total de água;IN056_AE _ Índice de atendimento total de esgoto referido aos municípios atendidos com água
3542503;354250;Reginópolis;SP;2019;[35425011] Prefeitura Municipal de Reginópolis - PMR | [35425040] PREFEITURA MUNICIPAL DE REGINOPOLIS - PMR;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.73;5.73;9.62;9.62;9.62;5.73;8.84;5.39;3.82;3.82;94,76;94,59;94,00;66,60;89,64;66,60;91,92;39,67
3542602;354260;Registro;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35426040] PREFEITURA MUNICIPAL DE REGISTRO - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;50.00;50.00;56.32;56.32;56.32;50.00;55.15;50.00;50.03;50.00;91,64;100,00;100,00;100,00;91,64;100,00;97,92;88,83
3542701;354270;Restinga;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35427040] PREFEITURA MUNICIPAL DE RESTINGA - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.97;5.97;7.59;7.59;7.59;5.97;7.03;5.97;6.81;5.97;97,41;100,00;100,00;100,00;97,41;100,00;92,56;89,73
3542800;354280;Ribeira;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35428040] PREFEITURA MUNICIPAL DE RIBEIRA - PMRB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.23;1.23;3.34;3.34;3.34;1.23;2.33;1.23;801.00;801.00;40,86;100,00;100,00;65,17;40,86;65,17;69,85;23,98
3542909;354290;Ribeirão Bonito;SP;2019;[35429011] Prefeitura Municipal de Ribeirão Bonito - PMRB | [35429040] Prefeitura Municipal de Ribeirão Bonito - PMRB;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;12.22;12.22;13.22;13.22;13.22;12.22;13.14;12.15;13.14;12.15;98,65;0,00;99,40;99,38;0,00;99,38;99,38;99,38
3543006;354300;Ribeirão Branco;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35430040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;8.37;8.37;16.44;16.44;16.44;8.37;12.82;8.37;8.68;8.37;91,10;93,89;100,00;100,00;85,53;100,00;77,96;52,78
3543105;354310;Ribeirão Corrente;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35431040] PREFEITURA MUNICIPAL DE RIBEIRÃO CORRENTE - PMRC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.75;3.75;4.72;4.72;4.72;3.75;3.74;3.74;3.72;3.72;99,08;100,00;99,70;99,07;99,08;99,07;79,23;78,76
3543238;354323;Ribeirão Dos Índios;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;1.88;1.88;2.23;2.23;2.23;1.88;2.02;1.88;1.99;1.88;100,00;100,00;100,00;100,00;100,00;100,00;90,61;89,30
3543204;354320;Ribeirão Do Sul;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;3.37;3.37;4.54;4.54;4.54;3.37;3.55;3.37;3.48;3.37;100,00;100,00;100,00;100,00;100,00;100,00;78,13;76,52
3543253;354325;Ribeirão Grande;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35432540] Departamento de Agropecuária e Meio Ambiente - DAMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.42;2.42;7.67;7.67;7.67;2.42;7.14;2.42;3.25;2.42;53,63;100,00;100,00;100,00;53,63;100,00;93,03;42,38
3543303;354330;Ribeirão Pires;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35433040] Secretaria de Meio Ambiente e Saneamento Básico - SEMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;123.39;123.39;123.39;123.39;123.39;123.39;111.48;111.48;91.12;91.12;65,47;70,00;90,30;73,85;45,83;73,85;90,34;73,85
3543402;354340;Ribeirão Preto;SP;2019;[35434011] Departamento de Água e Esgotos de Ribeirão Preto - DAERP | [35434040] COORDENADORIA DE LIMPEZA URBANA - CLU;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;701.30;701.30;703.29;703.29;703.29;701.30;701.50;701.30;700.41;700.41;100,00;100,00;100,00;99,87;100,00;99,87;99,74;99,59
3543600;354360;Rifaina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35436040] Prefeitura Municipal de Rifaina - P M;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.18;3.18;3.63;3.63;3.63;3.18;3.19;3.18;3.05;3.05;94,71;100,00;100,00;96,00;94,71;96,00;88,01;84,05
3543709;354370;Rincão;SP;2019;[35437011] Prefeitura Municipal de Rincão - PMR;Água e Esgoto;Administração pública direta;8.77;8.77;10.80;10.80;10.80;8.77;9.02;8.63;8.97;8.31;100,00;0,00;98,40;94,67;0,00;94,67;83,54;83,02
3543808;354380;Rinópolis;SP;2019;[35438011] Prefeitura Municipal de Rinópolis - PMR;Água e Esgoto;Administração pública direta;8.68;8.68;9.98;9.98;9.98;8.68;7.90;7.79;7.79;7.79;54,97;100,00;89,70;89,74;54,97;89,74;79,17;78,01
3543907;354390;Rio Claro;SP;2019;[35439011] Departamento Autônomo de Água e Esgoto - DAAE;Água e Esgoto;Autarquia;201.40;201.40;206.42;206.42;206.42;201.40;206.42;201.40;202.30;199.85;100,00;92,00;100,00;99,23;100,00;99,23;100,00;98,00
3544004;354400;Rio Das Pedras;SP;2019;[35440011] Serviço Autônomo de Água e Esgoto - SAAE | [35440040] Secretaria Municipal de Obras - SEORP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;34.11;34.11;35.23;35.23;35.23;34.11;33.12;33.12;33.12;33.12;100,00;0,00;97,10;97,11;0,00;97,11;94,02;94,02
3544103;354410;Rio Grande Da Serra;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35441040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;50.85;50.85;50.85;50.85;50.85;50.85;42.93;42.93;26.30;26.30;55,87;85,00;84,40;51,73;47,49;51,73;84,44;51,73
3544202;354420;Riolândia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35442040] Prefeitura Municipal de Riolândia - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;9.90;9.90;12.52;12.52;12.52;9.90;9.22;9.22;9.15;9.15;92,57;100,00;93,10;92,40;92,57;92,40;73,69;73,09
3543501;354350;Riversul;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35435040] PREFEITURA MUNICIPAL DE RIVERSUL - OBRAS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.03;4.03;5.52;5.52;5.52;4.03;4.62;4.03;4.12;4.03;100,00;100,00;100,00;100,00;100,00;100,00;83,54;74,60
3544251;354425;Rosana;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35442540] Prefeitura Municipal de Rosana - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;13.40;13.40;16.64;16.64;16.64;13.40;15.24;13.40;15.05;13.40;99,94;100,00;100,00;100,00;99,94;100,00;91,54;90,45
3544301;354430;Roseira;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35443040] Prefeitura Municipal de Roseira - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;10.17;10.17;10.71;10.71;10.71;10.17;10.08;10.08;9.83;9.83;93,95;100,00;99,10;96,64;93,95;96,64;94,07;91,78
3544400;354440;Rubiácea;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35444040] PREFEITURA MUNICIPAL DE RUBIÁCEA - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.79;1.79;3.13;3.13;3.13;1.79;2.86;1.79;2.82;1.79;100,00;100,00;100,00;100,00;100,00;100,00;91,56;90,22
3544509;354450;Rubinéia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35445040] Prefeitura Municipal de Rubinéia - PMR;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.59;2.59;3.15;3.15;3.15;2.59;3.15;2.59;2.66;2.59;84,59;100,00;100,00;100,00;84,59;100,00;100,00;84,34
3544608;354460;Sabino;SP;2019;[35446011] Prefeitura Municipal de Sabino - PMS | [35446040] Prefeitura Municipal de Sabino - PMS;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;4.90;4.90;5.59;5.59;5.59;4.90;5.59;4.90;5.59;4.90;87,40;100,00;100,00;100,00;87,40;100,00;100,00;100,00
3544707;354470;Sagres;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35447040] PREFEITURA MUNICIPAL DE SAGRES - PMS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.85;1.85;2.43;2.43;2.43;1.85;2.16;1.85;2.06;1.85;100,00;100,00;100,00;100,00;100,00;100,00;88,82;84,58
3544806;354480;Sales;SP;2019;[35448011] Prefeitura Municipal de Sales - PMS | [35448040] Prefeitura Municipal de Sales - PMS;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.70;5.70;6.33;6.33;6.33;5.70;5.70;5.70;6.33;5.70;99,99;100,00;100,00;100,00;99,99;100,00;90,02;100,00
3544905;354490;Sales Oliveira;SP;2019;[35449011] Prefeitura Municipal de Sales Oliveira - PMSO | [35449040] PREFEITURA MUNICIPAL DE SALES OLIVEIRA - PMSO;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;10.77;10.77;11.89;11.89;11.89;10.77;11.80;10.65;10.65;10.65;89,47;100,00;98,90;98,92;89,47;98,92;99,24;89,57
3545001;354500;Salesópolis;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35450040] PREFEITURA DE SALESÓPOLIS - PMS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;10.91;10.91;17.14;17.14;17.14;10.91;10.72;10.72;9.22;9.22;68,35;97,30;98,30;84,53;66,51;84,53;62,55;53,82
3545100;354510;Salmourão;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35451040] PREFEITURA MUNICIPAL DE SALMOURÃO - PMS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.75;4.75;5.30;5.30;5.30;4.75;4.63;4.63;4.60;4.60;100,00;100,00;97,30;96,74;100,00;96,74;87,28;86,75
3545159;354515;Saltinho;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35451540] Prefeitura municipal de Saltinho - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;6.92;6.92;8.29;8.29;8.29;6.92;7.49;6.92;7.41;6.92;100,00;100,00;100,00;100,00;100,00;100,00;90,41;89,46
3545209;354520;Salto;SP;2019;[35452011] Serviço Autônomo de Água, Esgoto e Meio Ambiente - SAAE | [35452012] Sanesalto Saneamento S.A. - SANESALTO | [35452040] Secretaria Municipal de Meio Ambiente - SEMMA;Água | Esgotos | Res. Sólidos;Autarquia | Empresa privada | Administração pública direta;117.83;117.83;118.66;118.66;118.66;117.83;118.66;117.83;117.00;117.00;91,89;93,03;100,00;99,30;85,48;99,30;100,00;98,60
3545308;354530;Salto De Pirapora;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35453040] Prefeitura Municipal de Salto de Pirapora - PMSP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;35.61;35.61;45.42;45.42;45.42;35.61;45.42;35.61;35.19;35.19;64,04;100,00;100,00;98,82;64,04;98,82;100,00;77,47
3545407;354540;Salto Grande;SP;2019;[35454011] Prefeitura Municipal de Salto Grande - PMSG | [35454040] Prefeitura Municipal de Salto Grande - PMSG;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;8.42;8.42;9.33;9.33;9.33;8.42;9.33;8.42;6.37;6.07;50,00;100,00;100,00;72,00;50,00;72,00;100,00;68,25
3545506;354550;Sandovalina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;3.00;3.00;4.30;4.30;4.30;3.00;3.04;3.00;3.02;3.00;100,00;100,00;100,00;100,00;100,00;100,00;70,66;70,11
3545605;354560;Santa Adélia;SP;2019;[35456011] Prefeitura Municipal de Santa Adélia - PMSA | [35456040] Secretaria Municipal de Agricultura, Desenvolvimento e Meio Ambiente - SMADMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;14.65;14.65;15.48;15.48;15.48;14.65;15.21;14.35;15.21;14.29;75,64;91,09;98,00;97,60;68,90;97,60;98,22;98,22
3545704;354570;Santa Albertina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35457040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.14;5.14;6.01;6.01;6.01;5.14;6.01;5.14;5.94;5.14;100,00;100,00;100,00;100,00;100,00;100,00;100,00;98,88
3545803;354580;Santa Bárbara D'oeste;SP;2019;[35458011] Departamento de Água e Esgoto de Santa Bárbara D´Oeste - DAE | [35458040] Secretaria Municipal de Meio Ambiente de Santa Bárbara d´Oeste - SMMA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;191.96;191.96;193.48;193.48;193.48;191.96;193.48;191.96;193.48;191.96;89,30;78,58;100,00;100,00;69,12;100,00;100,00;100,00
3546009;354600;Santa Branca;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35460040] Prefeitura Municipal de Santa Branca - PMSB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;13.04;13.04;14.79;14.79;14.79;13.04;9.53;9.53;8.43;8.43;95,84;4,80;73,10;64,64;4,60;64,64;64,44;57,01
3546108;354610;Santa Clara D'oeste;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35461040] Departamento Municipal de Obras e Serviços Publico - DMOSP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.59;1.59;2.12;2.12;2.12;1.59;2.12;1.59;2.10;1.59;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,39
3546207;354620;Santa Cruz Da Conceição;SP;2019;[35462011] Prefeitura Municipal de Santa Cruz da Conceição - PMSCC | [35462040] Setor Municipal de Água e Esgoto - SMAA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3.05;3.05;4.50;4.50;4.50;3.05;3.15;3.00;2.75;2.75;57,97;100,00;98,50;90,25;57,97;90,25;69,95;61,07
3546256;354625;Santa Cruz Da Esperança;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35462540] SECRETARIA DE OBRAS ,URBANISMO ,AGRICULTURA E MEIO AMBIENTE - SOURAMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.45;1.45;2.14;2.14;2.14;1.45;1.85;1.45;1.81;1.45;95,72;100,00;100,00;100,00;95,72;100,00;86,63;84,81
3546306;354630;Santa Cruz Das Palmeiras;SP;2019;[35463011] Prefeitura Municipal de Santa Cruz das Palmeiras - PMSCP | [35463040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;33.29;33.29;34.36;34.36;34.36;33.29;33.29;33.29;33.29;33.29;100,00;0,00;100,00;100,00;0,00;100,00;96,89;96,89
3546405;354640;Santa Cruz Do Rio Pardo;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35464040] Prefeitura Municipal Santa Cruz do Rio Pardo - PMSCRP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;43.58;43.58;47.67;47.67;47.67;43.58;47.67;43.58;47.06;43.58;91,25;100,00;100,00;100,00;91,25;100,00;100,00;98,72
3546504;354650;Santa Ernestina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35465040] Prefeitura Municipal de Santa Ernestina - PMSE;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.17;5.17;5.60;5.60;5.60;5.17;5.60;5.17;5.55;5.17;99,67;100,00;100,00;100,00;99,67;100,00;100,00;99,20
3546603;354660;Santa Fé Do Sul;SP;2019;[35466011] Serviço Autônomo de Água e Esgoto - SAAE | [35466040] Prefeitura Municipal da Estancia Turistica de Santa Fé do Sul - PMSFS;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;31.05;31.05;32.32;32.32;32.32;31.05;32.15;30.92;32.10;30.92;99,65;86,12;99,60;99,59;85,82;99,59;99,47;99,31
3546702;354670;Santa Gertrudes;SP;2019;[35467011] BRK Ambiental - Santa Gertrudes S.A. - BRK | [35467040] Secretaria de Saneamento Básico e Meio Ambiente - SSB;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;26.61;26.61;26.90;26.90;26.90;26.61;26.90;26.61;26.90;26.61;75,05;100,00;100,00;100,00;75,05;100,00;100,00;100,00
3546801;354680;Santa Isabel;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35468040] Secretaria de Serviços Municipais - SSM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;45.03;45.03;57.39;57.39;57.39;45.03;37.89;37.89;25.71;25.71;66,74;7,74;84,20;57,09;5,17;57,09;66,03;44,80
3546900;354690;Santa Lúcia;SP;2019;[35469011] Prefeitura Municipal de Santa Lúcia - PMSL | [35469040] Setor de Agricultura e Meio Ambiente - SAMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;8.29;8.29;8.82;8.82;8.82;8.29;8.20;8.20;8.20;8.20;98,77;100,00;98,90;98,94;98,77;98,94;93,01;93,01
3547007;354700;Santa Maria Da Serra;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35470011] Prefeitura Municipal de Santa Maria da Serra - PMSMS | [35470040] prefeitura do municipio santa maria da serra - SP;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;5.44;5.44;6.17;6.17;6.17;5.44;4.95;4.95;4.77;4.77;47,02;100,00;91,00;87,69;47,02;87,69;80,20;77,30
3547106;354710;Santa Mercedes;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;2.55;2.55;2.94;2.94;2.94;2.55;2.94;2.55;2.56;2.55;95,41;100,00;100,00;100,00;95,41;100,00;100,00;87,17
3547205;354720;Santana Da Ponte Pensa;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35472040] PREFEITURA MUNICIPAL DE SANTANA DA PONTE PENSA - SPP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;994.00;994.00;1.49;1.49;1.49;994.00;1.36;994.00;1.33;994.00;100,00;100,00;100,00;100,00;100,00;100,00;91,19;89,71
3547304;354730;Santana De Parnaíba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35473040] SECRETARIA MUNICIPAL DE SERVIÇOS MUNICIPAIS - SMSM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;139.45;139.45;139.45;139.45;139.45;139.45;139.45;139.45;66.82;66.82;33,54;26,06;100,00;47,92;8,74;47,92;100,00;47,92
3547403;354740;Santa Rita D'oeste;SP;2019;[35474011] Prefeitura Municipal de Santa Rita D'Oeste - PMSRD | [35474040] PREFEITURA MUNICIPAL DE SANTA RITA D OESTE - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Empresa pública;1.74;1.74;2.50;2.50;2.50;1.74;1.82;1.74;1.77;1.74;90,48;100,00;100,00;100,00;90,48;100,00;72,90;70,98
3547502;354750;Santa Rita Do Passa Quatro;SP;2019;[35475012] Companhia Águas de Santa Rita - COMASA | [35475040] PREFEITURA MUNICIPAL DE SANTA RITA DO PASSA QUATRO - SP;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;24.67;24.67;27.56;27.56;27.56;24.67;27.56;24.67;26.52;23.74;75,28;71,16;100,00;96,25;53,57;96,25;100,00;96,25
3547601;354760;Santa Rosa De Viterbo;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35476040] Prefeitura Municipal de Santa Rosade Viterbo - PMSRV;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;25.30;25.30;26.54;26.54;26.54;25.30;25.80;25.30;25.39;25.30;97,89;100,00;100,00;100,00;97,89;100,00;97,22;95,65
3547650;354765;Santa Salete;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;874.00;874.00;1.55;1.55;1.55;874.00;1.36;874.00;1.32;874.00;100,00;100,00;100,00;100,00;100,00;100,00;87,83;85,44
3547700;354770;Santo Anastácio;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35477040] Secretaria Municipal de Agricultura e Abastecimento - SMMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;19.46;19.46;20.88;20.88;20.88;19.46;19.45;19.45;19.28;19.28;100,00;100,00;100,00;99,11;100,00;99,11;93,16;92,36
3547809;354780;Santo André;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35478040] Serviço Municipal de Saneamento Ambiental de Santo André - SEMASA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Autarquia;718.77;718.77;718.77;718.77;718.77;718.77;718.77;718.77;718.77;718.77;78,86;46,00;100,00;100,00;36,28;100,00;100,00;100,00
3547908;354790;Santo Antônio Da Alegria;SP;2019;[35479011] Prefeitura Municipal de Santo Antônio da Alegria - PMSAA | [35479040] PREFEITURA MUNICIPAL DE SANTO ANTONIO DA ALEGRIA - PMSAA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5.13;5.13;6.93;6.93;6.93;5.13;6.88;5.10;6.88;5.10;86,05;95,68;99,30;99,30;82,33;99,30;99,29;99,29
3548005;354800;Santo Antônio De Posse;SP;2019;[35480011] Prefeitura Municipal de Santo Antônio de Posse - PMSAP | [35480040] SERVIÇOS PUBLICOS - dsp;Água e Esgoto | Res. Sólidos;Administração pública direta | Empresa pública;21.26;21.26;23.31;23.31;23.31;21.26;21.26;21.26;21.26;21.26;100,00;80,00;100,00;100,00;80,46;100,00;91,21;91,21
3548054;354805;Santo Antônio Do Aracanguá;SP;2019;[35480511] Prefeitura Municipal de Santo Antonio do Aracanguá - PMSAA;Água e Esgoto;Administração pública direta;6.59;6.59;8.42;8.42;8.42;6.59;6.56;6.56;6.56;6.56;83,45;100,00;99,50;99,54;83,45;99,54;77,95;77,95
3548104;354810;Santo Antônio Do Jardim;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;3.54;3.54;5.95;5.95;5.95;3.54;3.70;3.54;3.59;3.54;96,12;100,00;100,00;100,00;96,12;100,00;62,21;60,21
3548203;354820;Santo Antônio Do Pinhal;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35482040] PREFEITURA MUNICIPAL DE SANTO ANTONIO DO PINHAL - PMSAP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.05;4.05;6.81;6.81;6.81;4.05;3.84;3.84;2.18;2.18;56,55;100,00;94,90;53,85;56,55;53,85;56,41;32,01
3548302;354830;Santo Expedito;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35483040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.75;2.75;3.11;3.11;3.11;2.75;2.88;2.75;2.63;2.63;86,77;100,00;100,00;95,45;86,77;95,45;92,45;84,38
3548401;354840;Santópolis Do Aguapeí;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35484040] Prefeitura municipal de Santpolis do Aguape - PM Santopolis;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.62;4.62;4.78;4.78;4.78;4.62;4.24;4.24;4.24;4.24;100,00;100,00;91,80;91,77;100,00;91,77;88,74;88,67
3548500;354850;Santos;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35485040] Secretaria de Serviços Públicos - SESERP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;432.99;432.99;433.31;433.31;433.31;432.99;433.31;432.99;432.99;432.99;97,63;100,00;100,00;100,00;97,63;100,00;100,00;99,93
3548609;354860;São Bento Do Sapucaí;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35486040] Prefeitura Municipal de São Bento do Sapucaí - PMSBS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.24;5.24;10.88;10.88;10.88;5.24;7.96;5.24;5.44;5.24;71,91;80,44;100,00;100,00;57,84;100,00;73,19;50,05
3548708;354870;São Bernardo Do Campo;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35487040] Departamento de Limpeza Urbana - DLU;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;824.90;824.90;838.94;838.94;838.94;824.90;838.94;824.90;830.80;824.90;72,96;27,66;100,00;100,00;20,18;100,00;100,00;99,03
